Etunimi;Lkm 2023;Lkm 2021;Yleisyysluokka
Kabir;15;9;1
Kacem;5;5;0
Kacper;7;7;0
Kadar;9;8;0
Kader;19;16;1
Kadhim;39;25;1
Kadim;6;6;0
Kadir;53;51;1
Kadri;11;11;1
Kael;10;8;1
Kahiye;5;5;0
Kai;9040;9094;3
Kaido;8;7;0
Kai-Eerik;15;15;1
Kai-Erik;41;43;1
Kai-Heikki;6;6;0
Kai-Henrik;7;7;0
Kaiho;23;25;1
Kaij;0;5;0
Kai-Juhani;13;13;1
Kai-Jukka;5;5;0
Kaijus;24;24;1
Kai-Kristian;27;27;1
Kaiku;44;45;1
Kail;6;0;0
Kailash;5;0;0
Kai-Markus;27;27;1
Kai-Mikael;26;26;1
Kaimo;19;18;1
Kain;13;13;1
Kaino;366;402;2
Kainpoika;50;50;1
Kainu;5;5;0
Kai-Pekka;17;18;1
Kai-Peter;5;5;0
Kai-Petri;11;11;1
Kai-Petteri;20;20;1
Kaipia;8;8;0
Kaipio;7;7;0
Kais;13;12;1
Kaiser;6;6;0
Kaisla;5;0;0
Kaito;19;13;1
Kaitsu;7;5;0
Kaius;706;628;2
Kaj;4155;4260;3
Kaj-Anders;7;7;0
Kaj-Christer;6;6;0
Kaj-Christian;7;7;0
Kaj-Eric;5;5;0
Kaj-Erik;148;152;2
Kaj-Gunnar;14;14;1
Kaj-Gustav;13;14;1
Kaj-Göran;9;9;0
Kaj-Henrik;13;13;1
Kaj-Håkan;9;9;0
Kaj-Johan;14;14;1
Kaj-Kristian;11;11;1
Kaj-Markus;7;7;0
Kaj-Mikael;19;20;1
Kajnpoika;11;11;1
Kajo;49;30;1
Kaj-Ole;10;10;1
Kaj-Olof;26;27;1
Kaj-Ove;5;5;0
Kaj-Peter;5;5;0
Kajus;17;17;1
Kaj-Åke;5;5;0
Kale;26;25;1
Kaleb;31;28;1
Kalervo;36254;37808;4
Kalev;25;23;1
Kaleva;2203;2203;3
Kalevi;90785;94295;4
Kalevinpoika;20;20;1
Kalevo;8;7;0
Kali;8;8;0
Kalid;16;15;1
Kalikstus;5;0;0
Kallas;20;20;1
Kalle;17818;17961;4
Kalle-Akseli;5;5;0
Kalle-Aleksi;8;8;0
Kalle-Antti;21;20;1
Kalle-Eemeli;18;18;1
Kalle-Emil;5;5;0
Kalle-Erik;6;6;0
Kalle-Heikki;9;9;0
Kalle-Hermanni;6;6;0
Kalle-Jaakko;5;5;0
Kalle-Johannes;5;0;0
Kalle-Juhani;19;19;1
Kalle-Kristian;7;7;0
Kalle-Kustaa;10;10;1
Kalle-Markus;11;11;1
Kalle-Matias;8;8;0
Kalle-Matti;29;29;1
Kalle-Mikael;5;5;0
Kallenpoika;82;79;1
Kalle-Oskari;22;21;1
Kallepekka;7;7;0
Kalle-Pekka;106;107;2
Kalle-Petteri;34;34;1
Kalle-Samuli;5;5;0
Kalle-Tapani;5;5;0
Kalle-Tapio;7;7;0
Kalle-Valtteri;12;12;1
Kalle-Veikko;13;13;1
Kalle-Ville;18;18;1
Kallio;10;11;1
Kalvin;6;6;0
Kam;9;9;0
Kamaal;6;6;0
Kamal;93;86;1
Kamaran;11;10;1
Kamau;20;19;1
Kambiz;12;11;1
Kamel;19;17;1
Kami;16;16;1
Kamil;67;56;1
Kamran;34;33;1
Kamrul;6;0;0
Kamu;16;16;1
Kamyar;5;5;0
Kan;5;5;0
Kander;5;0;0
Kane;13;13;1
Kanerva;20;20;1
Kanervo;22;25;1
Kang;13;13;1
Kapo;5;5;0
Kapriel;13;12;1
Kara;8;7;0
Karam;38;26;1
Karan;17;16;1
Karanja;5;0;0
Karar;11;11;1
Kardo;12;12;1
Kare;268;273;2
Kareem;57;55;1
Karel;96;94;1
Karem;6;6;0
Karen;13;10;1
Karhu;28;23;1
Kari;43295;44499;4
Kari-Antero;6;6;0
Kari-Antti;10;10;1
Kari-Erik;7;7;0
Kari-Heikki;6;6;0
Kari-Juha;7;7;0
Kari-Juhani;33;33;1
Kari-Jukka;18;19;1
Kari-Jussi;17;18;1
Kari-Kristian;9;9;0
Karim;454;439;2
Kari-Markus;9;9;0
Kari-Matias;6;6;0
Karimatti;10;10;1
Kari-Matti;184;187;2
Kari-Mikael;6;7;0
Karinpoika;290;288;2
Kari-Olavi;5;5;0
Karipekka;13;13;1
Kari-Pekka;469;472;2
Kari-Petri;8;8;0
Kari-Petteri;20;21;1
Kari-Tapani;5;5;0
Kari-Tapio;34;34;1
Kariuki;8;7;0
Kari-Veikko;11;12;1
Kari-Veli;6;6;0
Karl;8218;8291;3
Karl-Alfred;8;9;0
Karl-Anders;26;26;1
Karl-Anton;18;18;1
Karl-August;12;11;1
Karl-Axel;26;26;1
Karl-Christian;7;7;0
Karle;5;5;0
Karl-Edvard;5;5;0
Karl-Emil;17;17;1
Karl-Eric;9;9;0
Karl-Erik;444;456;2
Karl-Evert;5;5;0
Karl-Fredrik;17;17;1
Karl-Gunnar;31;32;1
Karl-Gustaf;36;39;1
Karl-Gustav;213;214;2
Karl-Göran;20;21;1
Karl-Henrik;102;103;2
Karl-Håkan;6;6;0
Karli;8;8;0
Karlis;5;5;0
Karl-Ivar;5;6;0
Karl-Johan;406;411;2
Karl-Johannes;5;5;0
Karl-Kristian;16;16;1
Karl-Magnus;25;24;1
Karl-Markus;7;5;0
Karl-Mikael;29;29;1
Karlo;172;157;2
Karl-Olof;34;34;1
Karlos;86;72;1
Karl-Oscar;6;6;0
Karl-Oskar;46;46;1
Karl-Petter;5;5;0
Karl-Wilhelm;8;8;0
Karl-Åke;10;9;1
Karno;5;5;0
Karo;355;346;2
Karol;27;28;1
Karolus;76;73;1
Károly;8;7;0
Karpo;5;0;0
Karrar;43;32;1
Karre;5;5;0
Karri;1787;1796;3
Karrinpoika;11;11;1
Karri-Pekka;11;11;1
Karsten;23;23;1
Karthik;7;5;0
Karwan;33;30;1
Karzan;16;16;1
Kasem;24;17;1
Kashif;10;8;1
Kashmir;10;10;1
Kasim;40;36;1
Kasimir;1163;1151;3
Kasmir;99;93;1
Kaspar;175;165;2
Kasper;6692;6263;3
Kasperi;5541;5399;3
Kaspian;1064;779;3
Kasra;9;8;0
Kassa;5;0;0
Kassem;5;5;0
Kassius;16;16;1
Kassu;31;30;1
Kasten;17;18;1
Kastor;9;9;0
Kastriot;14;13;1
Kataja;9;6;0
Katariina;5;0;0
Kauko;8598;9189;3
Kaukomieli;29;21;1
Kaukonpoika;25;23;1
Kauno;635;665;2
Kaur;6;6;0
Kauri;214;207;2
Kauro;5;5;0
Kaveh;16;14;1
Kavin;8;8;0
Kawa;25;23;1
Kawin;5;0;0
Kay;44;47;1
Kaya;8;8;0
Kayan;5;0;0
Kayden;9;7;0
Kayode;12;11;1
Kazem;8;6;0
Kazi;10;9;1
Kazim;8;8;0
Kazimierz;8;7;0
Kazimir;5;0;0
Keanu;16;16;1
Kebba;16;15;1
Kebede;7;6;0
Kees;6;6;0
Kehinde;5;5;0
Kei;6;6;0
Keijo;9452;9921;3
Keijonpoika;20;20;1
Keimo;117;118;2
Keita;5;5;0
Keith;74;76;1
Keivan;8;6;0
Keke;12;10;1
Kelechi;7;6;0
Kelly;11;10;1
Kelpo;32;31;1
Kelvin;37;34;1
Kemal;54;54;1
Kemo;9;8;0
Ken;217;217;2
Kenan;50;45;1
Kendal;5;0;0
Kendrick;12;12;1
Keni;58;56;1
Kenji;9;7;0
Kennedy;12;10;1
Kennet;334;334;2
Kenneth;2273;2273;3
Kenny;120;120;2
Kent;523;517;2
Kenta;7;6;0
Kent-Erik;5;5;0
Kenth;90;91;1
Kent-Johan;8;8;0
Kenzo;14;8;1
Keon;8;7;0
Kerem;31;29;1
Kerim;33;31;1
Kerkko;266;256;2
Kero;10;10;1
Kerry;8;8;0
Kert;14;12;1
Kettil;12;12;1
Keung;6;6;0
Keven;6;6;0
Kevin;1532;1423;3
Kévin;5;5;0
Keyse;8;8;0
Keyvan;8;8;0
Kha;9;7;0
Khaalid;17;17;1
Khac;17;15;1
Khadar;42;48;1
Khadim;5;5;0
Khai;14;11;1
Khalaf;25;19;1
Khaled;130;112;2
Khaleel;24;15;1
Khalid;266;234;2
Khalif;21;22;1
Khalifa;14;10;1
Khaliil;6;5;0
Khalil;77;67;1
Khamis;11;10;1
Khan;32;30;1
Khang;47;44;1
Khanh;31;29;1
Khattab;8;7;0
Kheir;5;0;0
Khelifa;6;6;0
Khiem;5;5;0
Khoa;27;24;1
Khoi;16;10;1
Khudhair;8;6;0
Kiaan;6;0;0
Kian;140;115;2
Kiarash;6;0;0
Kibet;11;9;1
Kid;11;11;1
Kide;8;5;0
Kidus;5;0;0
Kie;18;18;1
Kien;27;26;1
Kieran;25;24;1
Kiet;23;20;1
Kigen;7;0;0
Kilian;46;43;1
Kille;16;16;1
Killian;10;10;1
Kim;5541;5560;3
Kimani;12;11;1
Kim-Erik;25;25;1
Kim-Henrik;13;13;1
Kimi;1621;1584;3
Kiminpoika;14;14;1
Kimi-Petteri;6;6;0
Kim-Johan;13;13;1
Kim-Kristian;10;10;1
Kim-Mikael;9;10;0
Kimmo;15836;16013;4
Kimmo-Juhani;6;6;0
Kimmonpoika;91;91;1
Kimmo-Pekka;5;5;0
Kimmo-Petteri;9;9;0
Kimo;11;10;1
Kimon;8;8;0
Kim-Peter;10;10;1
Kimsson;10;9;1
Kimutai;5;5;0
Kin;10;10;1
Kinan;5;0;0
King;12;13;1
Kingsley;31;29;1
Kingston;12;10;1
Kipchumba;8;5;0
Kipinä;5;5;0
Kipkoech;10;9;1
Kiprotich;6;0;0
Kira;6;0;0
Kiran;22;18;1
Kiri;14;14;1
Kiril;98;97;1
Kirill;274;250;2
Kirk;7;7;0
Kirka;28;28;1
Kirmo;53;53;1
Kit;25;20;1
Kiureli;6;6;0
Kivi;64;64;1
Kiyan;6;0;0
Kjell;1027;1034;3
Kjell-Erik;27;28;1
Kjell-Johan;7;7;0
Kjell-Ove;12;12;1
Kjell-Åke;8;8;0
Klaas;6;5;0
Klaes;11;11;1
Klas;461;485;2
Klas-Erik;23;24;1
Klas-Göran;22;22;1
Klas-Åke;5;5;0
Klaus;2470;2466;3
Klaus-Erik;10;11;1
Klaus-Peter;6;7;0
Klemens;18;17;1
Klemet;7;8;0
Klemetti;25;26;1
Kleo;5;5;0
Klim;14;12;1
Knud;10;10;1
Knut;411;411;2
Knutsson;14;15;1
Knuut;20;17;1
Knuutti;13;13;1
Ko;12;11;1
Koa;11;8;1
Kobe;5;5;0
Kobi;5;0;0
Koda;35;27;1
Koffi;7;6;0
Kofi;50;44;1
Koitto;53;53;1
Kojo;19;16;1
Kolja;8;8;0
Komlan;5;0;0
Konni;9;9;0
Konrad;341;333;2
Konsta;5336;5128;3
Konsta-Eemeli;5;5;0
Konstanpoika;5;0;0
Konstantin;989;956;2
Konstantinos;89;85;1
Konstantinus;6;5;0
Konstu;9;9;0
Kontio;13;11;1
Koray;7;6;0
Kornelius;9;8;0
Kosar;8;8;0
Kosma;24;23;1
Kosmo;181;144;2
Kosmos;25;22;1
Kossi;6;5;0
Kostadinov;5;5;0
Kostas;6;5;0
Kosti;1486;1509;3
Kostia;51;59;1
Kostian;11;11;1
Kostiantyn;5;0;0
Kotivalo;24;28;1
Kourosh;6;6;0
Kouta;30;24;1
Krasimir;6;5;0
Krenar;5;5;0
Kreshnik;6;6;0
Kris;41;36;1
Krish;14;13;1
Krishan;9;9;0
Krishna;35;27;1
Krisse;16;16;1
Kristan;6;5;0
Kriste;8;8;0
Kristen;22;22;1
Krister;2679;2711;3
Kristeri;11;11;1
Kristian;53988;53508;4
Kristianinpoika;9;8;0
Kristiano;6;6;0
Kristijan;8;8;0
Kristjan;83;75;1
Kristo;269;265;2
Kristof;29;25;1
Kristóf;7;5;0
Kristofer;377;362;2
Kristoff;7;5;0
Kristoffer;1269;1254;3
Kristopher;50;47;1
Kristos;7;7;0
Krisztián;5;0;0
Kron;6;5;0
Krystian;5;5;0
Krzysztof;24;22;1
Ku;10;10;1
Kuisma;435;391;2
Kujtim;7;7;0
Kuldeep;6;6;0
Kullervo;9535;9943;3
Kultimo;10;10;1
Kumar;120;109;2
Kumara;5;5;0
Kunnar;13;14;1
Kunnari;70;74;1
Kuno;16;16;1
Kunto;147;147;2
Kurosh;5;0;0
Kurre;5;5;0
Kurt;1743;1828;3
Kurt-Erik;31;33;1
Kurt-Henrik;5;5;0
Kurt-Johan;5;5;0
Kurt-Olof;5;5;0
Kusai;7;6;0
Kushtrim;13;12;1
Kustaa;4937;5118;3
Kustav;5;5;0
Kustavi;53;57;1
Kusti;399;404;2
Kuttura;5;5;0
Kuu;25;21;1
Kuuno;33;29;1
Kuura;129;105;2
Kuutti;322;297;2
Kuzey;6;6;0
Kwabena;20;19;1
Kwadwo;13;11;1
Kwaku;23;19;1
Kwame;33;29;1
Kwami;6;6;0
Kwan;12;12;1
Kwasi;14;11;1
Kweku;17;16;1
Kwesi;18;16;1
Kwok;12;12;1
Kwong;5;5;0
Ky;7;6;0
Kyan;5;5;0
Kyaw;9;8;0
Kyle;51;51;1
Kyrö;11;10;1
Kytö;5;5;0
Kyösti;4042;4205;3
Kyöstinpoika;14;14;1
Kåre;27;27;1
Köpi;11;10;1
Kössi;19;18;1
La;10;10;1
Laban;8;7;0
Labinot;11;9;1
Lachlan;8;7;0
Ladislav;5;5;0
Lael;5;0;0
Lahcen;10;10;1
Lahja;31;37;1
Lahoucine;9;10;0
Lai;7;6;0
Laine;11;10;1
Laith;17;13;1
Lajos;17;18;1
Lal;9;8;0
Lalli;83;82;1
Lalo;5;0;0
Lam;42;41;1
Lamar;5;0;0
Lambert;17;18;1
Lamin;75;71;1
Lamine;17;17;1
Lance;14;11;1
Lancelot;13;11;1
Lando;5;0;0
Landon;9;8;0
Landu;5;5;0
Lang;8;7;0
Lappi;5;5;0
Larbi;12;12;1
Lare;15;13;1
Lari;1998;1988;3
Lari-Antti;5;5;0
Lari-Markus;6;6;0
Lari-Matti;21;21;1
Lari-Mikko;5;5;0
Larinpoika;5;0;0
Larion;7;6;0
Laripekka;6;6;0
Lari-Pekka;46;46;1
Lari-Petteri;10;10;1
Larri;30;30;1
Larry;48;47;1
Lars;5167;5252;3
Lars-Anders;16;16;1
Lars-Christian;9;9;0
Lars-Eric;33;32;1
Lars-Erik;348;358;2
Lars-Fredrik;6;6;0
Lars-Gunnar;16;16;1
Lars-Gustav;10;11;1
Lars-Göran;58;58;1
Lars-Henrik;36;37;1
Lars-Håkan;6;6;0
Lars-Johan;92;93;1
Lars-Mikael;14;14;1
Lars-Ole;16;16;1
Lars-Olof;54;55;1
Lars-Ove;15;15;1
Lars-Peter;17;17;1
Larsson;21;20;1
Lars-Åke;33;33;1
Las;5;0;0
Lasarus;8;8;0
Lasse;9877;10084;3
Lasse-Matti;9;9;0
Lassenpoika;48;48;1
Lasse-Pekka;27;27;1
Lassi;5775;5790;3
Lassi-Matias;7;7;0
Lassi-Matti;12;12;1
Lassinpoika;17;16;1
Lassi-Pekka;54;54;1
Lassi-Petteri;7;7;0
Laszlo;12;10;1
Lászlo;5;6;0
László;38;38;1
Late;6;0;0
Lateef;6;0;0
Latif;26;26;1
Launo;94;92;1
Lauren;6;6;0
Laurence;21;18;1
Laurens;8;8;0
Laurent;47;46;1
Laurentiu;5;0;0
Laurentius;37;33;1
Laurenz;5;5;0
Lauri;34689;35168;4
Laurie;7;6;0
Lauri-Heikki;5;5;0
Lauri-Henrik;6;6;0
Lauri-Jaakko;5;5;0
Lauri-Johannes;6;6;0
Lauri-Juhani;16;16;1
Lauri-Kalle;9;9;0
Lauri-Kristian;5;5;0
Lauri-Matias;8;8;0
Lauri-Matti;31;30;1
Lauri-Mikael;5;5;0
Laurin;12;8;1
Laurinpoika;141;133;2
Lauri-Oskari;5;5;0
Lauripekka;5;5;0
Lauri-Pekka;45;45;1
Lauri-Petteri;8;8;0
Lauri-Tapio;5;5;0
Lauritsa;5;5;0
Lauritz;7;7;0
Lauri-Veikko;6;6;0
Lauri-Ville;6;6;0
Laurus;9;9;0
Lautaro;8;7;0
Lavi;5;0;0
Law;6;0;0
Lawand;6;6;0
Lawi;8;8;0
Lawin;5;5;0
Lawrence;100;95;2
Lay;5;5;0
Layth;14;8;1
Lazar;5;5;0
Lazaro;10;9;1
Lazim;7;6;0
Le;47;45;1
Leander;818;798;2
Leandro;21;19;1
Leandros;5;6;0
Leanteri;10;10;1
Leart;22;19;1
Ledion;15;12;1
Lee;268;250;2
Leevi;10777;10351;4
Leevi-Eemeli;6;6;0
Leevi-Kalle;7;7;0
Leevi-Matias;5;5;0
Leevinpoika;8;7;0
Leewi;10;10;1
Lei;12;11;1
Leif;3139;3196;3
Leif-Erik;36;36;1
Leif-Göran;5;5;0
Leifi;6;6;0
Leif-Johan;13;13;1
Leif-Åke;10;10;1
Leigh;10;10;1
Leijonamieli;19;17;1
Leimu;49;48;1
Leino;269;214;2
Leith;15;13;1
Lejon;5;5;0
Lembit;11;12;1
Lemi;6;0;0
Lemmi;17;14;1
Lemminki;6;0;0
Lemmitty;6;5;0
Lemmy;195;177;2
Lemuel;5;0;0
Len;7;6;0
Leni;30;26;1
Lenna;73;75;1
Lennard;52;49;1
Lennart;2363;2387;3
Lennartti;8;7;0
Lenne;103;96;2
Lenni;4415;4067;3
Lennie;15;14;1
Lenni-Kalle;24;22;1
Lenno;8;8;0
Lennon;36;32;1
Lennox;33;26;1
Lennu;84;79;1
Lenny;195;184;2
Leo;17993;17099;4
Léo;44;39;1
Leo-Juhani;6;6;0
Leo-Matti;14;14;1
Leon;1818;1410;3
León;35;26;1
Léon;66;50;1
Leonar;5;5;0
Leonard;1889;1844;3
Leonardo;460;397;2
Leonart;9;8;0
Leone;18;16;1
Leonel;345;211;2
Leonhard;40;36;1
Leonid;134;126;2
Leonidas;55;49;1
Leonpoika;23;20;1
Leontius;5;5;0
Leo-Pekka;32;30;1
Leo-Petteri;11;10;1
Leopold;298;298;2
Leri;5;5;0
Leroy;27;25;1
Leslie;27;27;1
Lester;12;12;1
Leung;5;5;0
Leutrim;7;7;0
Lev;89;78;1
Levan;6;6;0
Levent;17;17;1
Levente;17;17;1
Levi;432;377;2
Levin;15;12;1
Levis;7;7;0
Levon;10;8;1
Lewi;9;8;0
Lewis;56;50;1
Lex;23;22;1
Li;20;18;1
Liam;1202;980;3
Lian;13;11;1
Liang;16;14;1
Lias;23;19;1
Libaan;7;6;0
Liban;88;81;1
Liekki;19;16;1
Liem;6;5;0
Lieto;6;6;0
Liiam;7;6;0
Liibaan;30;30;1
Liiban;32;29;1
Liinus;237;193;2
Liius;15;12;1
Lilja;6;0;0
Lillebror;27;27;1
Lille-Bror;8;7;0
Lim;5;0;0
Lin;18;17;1
Lincoln;10;8;1
Linh;16;14;1
Linn;5;0;0
Lino;34;32;1
Linus;1630;1475;3
Lio;27;20;1
Lion;71;56;1
Lionel;350;265;2
Lior;17;15;1
Lippo;63;66;1
Liridon;11;11;1
Litti;5;5;0
Liu;7;7;0
Lloyd;25;26;1
Lo;25;18;1
Loa;8;8;0
Loai;8;6;0
Loay;6;5;0
Loc;9;9;0
Loe;7;5;0
Logan;49;44;1
Loghman;7;6;0
Loi;7;8;0
Loimu;15;13;1
Loisto;9;5;0
Lok;9;9;0
Loke;42;34;1
Loki;16;13;1
Lokman;6;6;0
Long;86;80;1
Loran;9;9;0
Lore;9;9;0
Loren;10;9;1
Lorens;21;21;1
Lorent;9;6;0
Lorentz;65;63;1
Lorenz;88;81;1
Lorenzo;93;89;1
Lorik;20;17;1
Loris;14;14;1
Lotfi;23;22;1
Lothar;16;17;1
Lotus;5;0;0
Lou;11;10;1
Louay;6;0;0
Loui;26;22;1
Louie;44;35;1
Louis;269;259;2
Love;80;72;1
Lowe;39;30;1
Lu;8;8;0
Luan;42;36;1
Luay;10;9;1
Luc;24;23;1
Luca;2291;2069;3
Lucas;3282;2965;3
Lucca;5;0;0
Lucian;25;20;1
Luciano;37;36;1
Lucien;26;25;1
Lucio;11;11;1
Lucius;24;21;1
Lucjan;5;5;0
Lucky;11;10;1
Ludovic;14;14;1
Ludovico;7;7;0
Ludvig;512;491;2
Ludvik;10;10;1
Ludwig;191;180;2
Lugman;6;6;0
Luigi;27;24;1
Luis;262;253;2
Luís;7;0;0
Luiz;15;15;1
Luja;7;8;0
Luka;3860;3507;3
Lukas;2970;2657;3
Lukasz;6;6;0
Luke;246;211;2
Lukman;11;9;1
Lulzim;13;13;1
Lumi;30;21;1
Lumo;23;19;1
Lun;5;5;0
Luna;17;6;1
Luong;5;0;0
Luqmaan;10;9;1
Luqman;45;43;1
Lutfi;9;5;0
Luther;6;6;0
Luucas;20;18;1
Luuka;21;20;1
Luukas;3540;3316;3
Ly;14;13;1
Lyly;29;28;1
Lynn;6;5;0
Lyon;11;10;1
Lütfi;0;5;0
M;28;24;1
M.;49;44;1
Maahir;21;19;1
Maalik;5;5;0
Maamar;5;5;0
Maario;6;6;0
Maaroof;7;0;0
Maarten;12;12;1
Mabrouk;8;8;0
Mac;17;15;1
Maciej;13;12;1
Mackenzie;9;7;0
Maco;8;8;0
Maddox;10;7;1
Madis;11;11;1
Mads;9;9;0
Mael;10;9;1
Maël;12;8;1
Magan;6;5;0
Magdi;14;14;1
Magdy;14;10;1
Maged;5;5;0
Magne;16;15;1
Magnus;2540;2498;3
Magnús;5;5;0
Magnusson;15;16;1
Magomed;6;6;0
Mahad;127;123;2
Mahamad;8;7;0
Mahamed;388;363;2
Mahamed-Deeq;6;6;0
Mahammad;5;5;0
Mahamoud;10;7;1
Mahamud;123;116;2
Mahamuud;19;18;1
Mahbub;5;5;0
Mahdi;191;155;2
Mahdy;6;6;0
Maher;54;39;1
Mahesh;10;9;1
Mahin;5;5;0
Mahir;61;45;1
Mahmod;10;9;1
Mahmood;65;43;1
Mahmoud;194;161;2
Mahmud;41;35;1
Mahmudul;7;5;0
Mahmut;21;21;1
Mahol;5;5;0
Mahti;6;5;0
Máhtte;6;6;0
Maik;6;6;0
Maikel;8;7;0
Maina;5;0;0
Maininki;15;12;1
Mainio;493;474;2
Maison;5;5;0
Maitham;7;5;0
Majd;9;8;0
Majed;22;18;1
Majeed;26;19;1
Majid;59;46;1
Majok;7;7;0
Makar;26;21;1
Make;18;18;1
Maker;5;5;0
Maki;8;7;0
Makki;8;7;0
Makoto;5;0;0
Maks;27;25;1
Maksi;6;6;0
Maksim;361;326;2
Maksimilian;21;21;1
Maksimus;33;33;1
Maksym;19;13;1
Maksymilian;6;5;0
Malachi;9;8;0
Malakai;14;12;1
Malakia;9;8;0
Malakias;163;165;2
Malcolm;54;52;1
Malcom;7;5;0
Malek;42;34;1
Malick;15;12;1
Malik;151;131;2
Malkus;7;7;0
Malte;115;96;2
Maltti;12;11;1
Malvin;5;0;0
Mamadou;22;18;1
Mamady;6;5;0
Mamdouh;14;12;1
Mamoon;5;0;0
Mamoun;5;0;0
Man;21;19;1
Mana;5;5;0
Manasse;32;32;1
Manfred;77;78;1
Manfrid;6;8;0
Manh;29;28;1
Mani;11;10;1
Maninder;5;5;0
Manjit;7;7;0
Manne;270;279;2
Manni;10;10;1
Mano;18;18;1
Manoj;13;12;1
Manolis;11;11;1
Manolito;7;7;0
Mansoor;12;10;1
Mansor;5;0;0
Mansour;23;20;1
Mansur;23;18;1
Mansuur;6;5;0
Manu;2001;1923;3
Manuel;1044;918;3
Manueli;5;5;0
Manunpoika;12;12;1
Manu-Pekka;6;6;0
Maqsood;5;5;0
Mara;15;14;1
Marat;19;19;1
Marc;251;244;2
Marcel;148;139;2
Marcelino;9;9;0
Marcell;13;11;1
Marcello;23;22;1
Marcelo;37;35;1
Marcin;21;20;1
Marco;969;968;2
Marcos;94;86;1
Marcus;2534;2491;3
Marcusson;7;7;0
Mardin;11;9;1
Marek;141;137;2
Margo;16;16;1
Margus;37;34;1
Maria;55;51;1
Marian;26;24;1
Mariano;28;27;1
Marie;58;54;1
Marin;9;8;0
Marino;20;21;1
Marinpoika;8;6;0
Marinus;14;13;1
Mario;281;272;2
Marion;5;5;0
Marios;29;27;1
Marius;789;749;2
Mariusz;7;7;0
Mariwan;16;15;1
Mark;800;751;2
Márk;6;5;0
Markko;77;77;1
Markku;37411;38469;4
Markku-Juhani;16;17;1
Markku-Olavi;0;5;0
Markku-Pekka;17;17;1
Markkus;18;16;1
Markku-Tapio;6;6;0
Marko;29405;29570;4
Marko-Juhani;21;20;1
Marko-Kristian;6;6;0
Marko-Mikael;13;13;1
Markonpoika;166;164;2
Marko-Pekka;12;12;1
Marko-Petteri;12;12;1
Markos;51;50;1
Marko-Tapani;21;21;1
Marko-Tapio;47;49;1
Markuksenpoika;77;73;1
Markunpoika;237;235;2
Markus;43342;43389;4
Marley;23;19;1
Marlo;122;115;2
Marlon;139;128;2
Marno;17;17;1
Maro;6;5;0
Marouan;5;5;0
Marques;5;5;0
Mars;10;6;1
Marsel;8;6;0
Marshall;18;16;1
Mart;32;29;1
Marten;12;11;1
Marti;9;9;0
Martialis;6;6;0
Martimo;12;12;1
Martin;3909;3851;3
Martino;19;19;1
Martinpoika;107;107;2
Martins;8;8;0
Martinsson;9;9;0
Martinus;17;18;1
Marton;5;5;0
Márton;14;13;1
Martti;23281;24383;4
Martti-Ilmari;5;5;0
Marttiin;7;7;0
Marttiini;5;5;0
Martti-Juhani;9;9;0
Martti-Mikael;13;13;1
Marttin;18;18;1
Martti-Pekka;6;6;0
Marty;5;5;0
Martyn;5;0;0
Maruan;5;5;0
Maruf;8;7;0
Marvel;5;5;0
Marvin;53;49;1
Marwaan;13;11;1
Marwan;90;72;1
Marwin;8;8;0
Masa;82;78;1
Masaki;8;8;0
Masao;8;8;0
Masar;5;6;0
Masato;5;0;0
Mascuud;12;12;1
Mashari;5;5;0
Masi;317;310;2
Masih;5;5;0
Maslah;10;10;1
Mason;35;34;1
Masood;18;18;1
Masoud;27;24;1
Massimiliano;5;5;0
Massimo;43;41;1
Master;15;14;1
Masud;27;26;1
Masuud;14;12;1
Matan;6;6;0
Matar;5;5;0
Máté;11;7;1
Mateen;8;7;0
Matei;7;6;0
Matej;10;9;1
Mateo;201;148;2
Matéo;5;0;0
Mateus;47;41;1
Mateusz;19;16;1
Matheo;142;117;2
Mathéo;7;7;0
Matheos;5;5;0
Matheus;24;21;1
Mathew;29;26;1
Mathias;2528;2487;3
Mathieu;19;18;1
Mathis;9;7;0
Mati;10;8;1
Matiaksenpoika;6;5;0
Matias;64582;64235;4
Matías;8;7;0
Matin;29;23;1
Matinpoika;588;577;2
Matius;7;7;0
Matjus;10;10;1
Mats;2075;2066;3
Mats-Erik;35;35;1
Mats-Göran;5;5;0
Mats-Johan;17;17;1
Mats-Peter;7;7;0
Matsson;13;13;1
Mats-Åke;5;5;0
Matt;27;25;1
Matte;20;19;1
Matteo;303;242;2
Matteus;386;376;2
Mattheus;7;8;0
Matthew;408;390;2
Matthias;235;234;2
Matthieu;15;15;1
Matti;77469;79672;4
Mattia;31;27;1
Mattias;2237;2222;3
Matti-Eemeli;7;8;0
Matti-Esko;12;12;1
Matti-Heikki;5;5;0
Matti-Ilmari;5;5;0
Matti-Juhani;44;44;1
Matti-Jussi;21;20;1
Matti-Mikael;22;23;1
Matti-Olavi;11;9;1
Matti-Oskari;14;14;1
Matti-Pekka;142;141;2
Matti-Petteri;26;26;1
Mattis;47;42;1
Matti-Sakari;5;5;0
Matti-Tapani;6;6;0
Matti-Tapio;12;12;1
Matti-Veikko;10;10;1
Matti-Veli;7;7;0
Matti-Viljami;5;5;0
Matts;562;563;2
Matts-Erik;22;23;1
Matts-Johan;5;5;0
Mattus;15;15;1
Matvei;118;103;2
Matvej;12;10;1
Matvey;30;28;1
Mátyás;7;6;0
Matz;7;7;0
Maukka;5;5;0
